case_id,group,u_x,u_y,u_z,p_x,p_y,p_z,A_x,A_y,A_z
r0153,g3,-1.9514182664487305,0.04876545829666545,-0.9044565380162529,-6.339250353344879,0.15841629344832378,-2.9381586340476407,-0.10816861158408138,0.002703106764912672,-0.050134719776608876
r0154,g4,0.1107117361964531,1.0951866720397732,-0.19669953688450792,0.3602497304208909,3.563675513703316,-0.6400491724817542,0.006116731032112826,0.06050814965935535,-0.010867485260358847
r0155,g5,-2.5413485864568868,-0.7090345507355514,-0.2615844501075883,-8.263412622846388,-2.3054865781915312,-0.8505642470610543,-0.14048139005627377,-0.039194213582531535,-0.014459939641516558
r0156,g0,-0.12070629853172764,0.9542377824586802,0.6315830509400832,-0.3918347107945579,3.0976302816597157,2.0502340401300843,-0.006678746503716266,0.052798506215768856,0.034945840810152784
r0157,g1,-1.9795564420897462,-0.2757723090985004,-0.1402761389817697,-6.458855924603785,-0.8997842014457518,-0.4576900926282713,-0.10962646173071969,-0.015272079061238682,-0.007768395209577412
r0158,g2,-1.4638393843666762,0.18565497299100928,1.7025288467392323,-4.754630015284789,0.6030174597685422,5.529906383887036,-0.08080716373701188,0.010248564126156276,0.09398334868887619
r0159,g3,-0.19460858642380158,0.06272995790622045,1.314310798257788,-0.6362259678406852,0.20508051014037534,4.296823048927679,-0.010831521891755645,0.003491423090913709,0.07315189142219132
r0160,g4,-0.0918163043884577,1.8662996458896992,0.11242688265900624,-0.29847426183961745,6.066922567714385,0.3654746402186341,-0.005068829350065836,0.10303131327394617,0.00620666107565551
r0161,g5,-0.30118633863172667,0.25540510552835327,-0.27267541525567335,-0.9801275828489397,0.8311452301124185,-0.8873466733949713,-0.016667525861310623,0.014134011591773344,-0.015089743300325111
r0162,g0,0.5713014876800374,-0.36581114317912483,-0.18409698327207594,1.8581760493144324,-1.1898122435985634,-0.5987812257523804,0.03159699818095328,-0.020231934057340858,-0.010181860490488664
r0163,g1,0.1162250414482798,1.1861832698085737,-1.055888657389102,0.37554962434555605,3.8328287590228816,-3.411817141056221,0.006398537235421169,0.06530294784434451,-0.058129838514787896
r0164,g2,-0.22561986704351605,1.365571149079905,-0.06916807665323477,-0.7307282143471976,4.422754877072722,-0.22401868153259713,-0.012504727844250269,0.07568524791263528,-0.0038335629986525977
r0165,g3,0.4164744434431397,-0.43637006541888024,-0.7360038856737066,1.3558866953283408,-1.4206594792455651,-2.3961563356556503,0.023004331449537965,-0.02410328359301357,-0.04065382066234127
r0166,g4,0.40474537683060713,1.1789234384616334,-1.3746085411924505,1.3140717885680542,3.827566959492268,-4.462890517614657,0.022372272899455932,0.06516491207228063,-0.07598139268271674
r0167,g5,1.6741942013317574,0.9432336905891583,-0.44155559899697083,5.465205153841243,3.0790726804476956,-1.441405025430204,0.09281211838162795,0.0522899415628505,-0.024478468802232208
r0168,g0,-0.15004012557106503,0.3898969376527775,-1.083081931998486,-0.49214412948621794,1.2788944839931082,-3.5525990967874814,-0.00839679138551053,0.021820051368652952,-0.060613205979353234
r0169,g1,0.23018633911821673,-0.5578021411494241,-1.1485147146326482,0.7489628661081945,-1.8149343351866103,-3.7369501410634682,0.012759273451504,-0.030919080941222934,-0.06366239353391029
r0170,g2,-0.3888999631968972,-0.18550689780207988,0.5663305608854327,-1.2637298630702454,-0.6028043937852416,1.8402903314184553,-0.021364417292142158,-0.010190915788819041,0.031111657426214526
r0171,g3,0.6746386034210178,0.2520367250226202,0.7380556397040009,2.1876589064130485,0.8172825916616292,2.3933021108476575,0.03695396890890523,0.013805550487563517,0.040427697176473355
r0172,g4,-1.2406656684570219,0.305211001237159,2.0855902739609173,-4.06070557330504,0.9989572898386979,6.826148465634969,-0.06909609126787013,0.016998042045983562,0.11615227178503795
r0173,g5,-1.451272818831289,-0.330059784008232,0.4528268840991813,-4.722895671362526,-1.0741177709361789,1.4736403128605848,-0.08031342244927277,-0.01826550495716991,0.025059434978140543
r0174,g0,1.3445229157436454,-0.8935858524120396,-2.160679115788539,4.358265595077393,-2.8965549275605227,-7.003832617560903,0.07383340039213823,-0.049070552277941035,-0.11865196524873764
r0175,g1,2.2383393953474715,-0.1810783437474457,-1.4233084109064718,7.28817302286991,-0.5896024091204578,-4.634381177918764,0.12427491353926232,-0.010053656545482584,-0.07902355204611328
r0176,g2,0.058089846826906176,0.1974130647066961,1.0283843262953716,0.18908614402547877,0.6425920745990297,3.3474563535148514,0.003207761904187572,0.010901287280753232,0.05678810058810388
r0177,g3,0.5937064146608847,0.9332226590758176,0.3464416749926868,1.9346242789931742,3.0409562190529495,1.1288988280154277,0.03294672138190132,0.051787594300139086,0.01922518783561201
r0178,g4,-0.2322377428347111,-0.14278636898811958,0.6175615415124089,-0.7535276126887516,-0.46329020612592536,2.0037641960524515,-0.012854366617269563,-0.007903230166288409,0.03418205140314576
r0179,g5,1.222113135472217,-2.0289232647302438,-0.066798578841203,3.962955326730804,-6.579204515614637,-0.21660824693984398,0.0672426280069803,-0.11163461743846495,-0.00367536511804072
